label,log_pl_tranmid,log_pl_tranmiderr1,log_pl_orbper,log_pl_orbpererr1,log_pl_trandurh,log_pl_trandurherr1,log_pl_trandep,log_pl_trandeperr1,log_pl_rade,log_pl_radeerr1,log_pl_insol,log_pl_eqt,log_st_tmag,log_st_tmagerr1,log_st_dist,log_st_disterr1,log_st_teff,log_st_tefferr1,log_st_logg,log_st_loggerr1,log_st_rad,log_st_raderr1
0,14.715358700346291,-6.402746540537711,0.7753483570626869,-8.240698464605034,0.7017201276118565,-1.1407229256314997,6.487510638006073,3.6317324813850087,1.7609846277437362,0.6473893267868501,10.02579140195954,8.047894610333623,2.262179678359007,-4.342729001402105,6.185663207698403,2.480856793512718,9.234935418831563,5.578597109233056,1.4327007339340465,-2.659260036932778,0.774662649342081,-2.6231637050739645
0,14.715666642554034,-5.586532914605962,1.2734095252971303,-11.266065387038703,1.2149127443642704,0.028587456851912472,6.626717749249025,7.175145354415906,2.4258022260513785,1.1777746089143388,10.909240489000274,8.357024439263416,2.212167922869583,-5.115829156974761,5.876157506145302,1.5298534330912579,9.129021850798594,5.1422481808981475,1.4206957878372228,-2.659260036932778,0.7654678421395714,-2.8134107167600364
0,14.71536244179226,-5.003411449006936,2.5407308661117707,-4.655537593351878,2.069403844635353,-0.6173412507525524,8.081120242664602,5.460662720982532,2.6433932160591787,2.7240279411350423,6.052464199062411,7.0545628095894495,2.363275594993275,-5.115829156974761,5.909836833976685,1.3307816511896318,8.936035096566041,4.911183215124596,1.4609379041156563,-2.5257286443082556,0.42944852619011814,-3.036973105774511
0,14.715069680004092,-6.5929445391421035,0.09913920336452477,-8.947976107508692,0.8628899551470398,-2.7806208939370456,9.559425586648143,6.73790127820964,3.0466534987323772,1.6525203901360628,10.583025039936238,8.275376374836407,2.361033230338524,-5.115829156974761,6.008805814408058,1.5527617352405436,8.852979478542165,5.056245805348308,1.4036429994545037,-0.5978370007556204,0.4762341789963717,-2.659260036932778
0,14.715059029397036,-7.222466023821838,1.601228305641322,-8.740336742730447,0.9198842673842852,-2.0402208285265546,8.914626127827137,5.288075093083771,3.131673884267934,1.188011091265671,6.512562232144577,7.257707677160043,2.3632473611606715,-5.115829156974761,5.887605681187397,1.0867083841652854,8.68084148294457,4.822697998516666,1.3506671834767394,-2.659260036932778,0.6931471805599453,-2.4079456086518722
0,14.715059079635132,-5.458486118700858,0.6464695334542458,-7.957577403480815,0.6465795447436106,-1.4653375684603434,6.427268088741307,0.3630724362754186,1.2080285685837664,-1.524412255682573,6.893460595077879,7.353081920515432,2.3566091554382558,-5.115829156974761,5.46372162946498,0.45679173527350503,8.70327433875134,4.894101477840304,1.5085119938441398,-0.941608539858445,0.19885085874516517,-2.995732273553991
0,14.715388658028386,-5.804155448802988,0.27872833208730285,-10.675677940436525,1.2340169256743128,-2.645075401940822,7.687080155783135,4.9268623042298545,3.0857512066426107,1.3899750789594634,10.480752389978665,8.249836485425702,2.271816559322409,-5.115829156974761,5.757000914761004,0.8095959932031921,8.527301925564526,4.463606621666305,1.269760544863939,-0.916290731874155,1.095273387402595,-1.8971199848858813
0,14.715964876238727,-5.618522630705377,2.6576600566466886,-10.164852316670535,1.9365881770290956,-0.7628917630822841,6.816962270519957,3.618383880921824,0.9068791010960431,-1.8899378383576695,5.031789570248512,6.887922792002161,2.293927725902863,-5.115829156974761,4.6603872722259725,-1.3567355588783463,8.646465527120377,4.859812404361672,1.5216989981260935,-2.5257286443082556,-0.15794353026595584,-3.184728053507074
0,14.715080058271642,-5.491902115620702,0.01593240253071551,-7.986564940354067,1.0448598326688627,-1.2801341652915,5.480638923341991,-0.9789403714056661,0.18817108158284615,-2.3127384644585636,7.931658389167186,7.612336837167746,2.067609316173199,-5.115829156974761,3.1686261961983844,-3.899600485429589,8.441175704992322,4.794963757620747,1.534714366238164,-2.4079456086518722,-0.3856624808119846,-2.995732273553991
0,14.715694177553665,-7.372970391496075,2.495240727133077,-11.483366662728685,1.5286616024068127,-0.4049652330665133,8.892748769118258,8.77723938662059,2.872032392842758,0.9543107244509175,5.334263493321505,6.963189985870238,2.2586958994243207,-5.115829156974761,4.361986286624362,1.043775882762276,8.477953278078633,4.0943445622221,1.4279160358107101,-1.0216512475319814,0.06765864847381486,-3.506557897319982
